1 1 infinity
2 1 infinity
3 1 infinity
4 1 infinity
5 2 3
6 2 3
7 2 infinity
8 2 infinity
9 2 infinity
10 2 infinity
11 3 4
12 3 4
13 3 4
14 3 4
15 3 4
16 3 5
17 3 infinity
18 3 infinity
19 3 infinity
20 3 infinity
21 4 5
22 4 5
23 4 5
24 4 5
25 4 5
26 4 5
27 4 5
28 4 5
29 4 6
30 4 7
31 4 8
32 4 infinity
33 4 infinity
34 4 infinity
35 4 infinity
36 5 6
37 5 6
38 5 6
39 5 6
40 5 6
41 5 6
42 5 6
43 5 6
44 5 6
45 5 6
46 5 6
47 5 7
48 5 7
49 5 8
50 5 8
51 5 9
52 5 11
53 5 infinity
54 5 infinity
55 5 infinity
56 5 infinity
57 6 7
58 6 7
59 6 7
60 6 7
61 6 7
62 6 7
63 6 7
64 6 7
65 6 7
66 6 7
67 6 7
68 6 7
69 6 7
70 6 7
71 6 7
72 6 7
73 6 8
74 6 8
75 6 8
76 6 9
77 6 10
78 6 10
79 6 12
80 6 14
81 6 infinity
82 6 infinity
83 6 infinity
84 6 infinity
85 7 8
86 7 8
87 7 8
88 7 8
89 7 8
90 7 8
91 7 8
92 7 8
93 7 8
94 7 8
95 7 8
96 7 8
97 7 8
98 7 8
99 7 8
100 7 8
101 7 8
102 7 8
103 7 8
104 7 8
105 7 8
106 7 9
107 7 9
108 7 9
109 7 10
110 7 10
111 7 10
112 7 11
113 7 12
114 7 13
115 7 14
116 7 17
