(5,1009)
{1, 0, 0, 0, 0, 0}
{0, 1, 0, 0, 0, 0}
{0, 0, 1, 0, 0, 0}
{0, 0, 0, 1, 0, 0}
{0, 0, 0, 0, 1, 0}
{0, 0, 0, 0, 0, 1}
{1, 1, 1, 1, 1, 1}
{-68, -388, -256, 112, -199, 499}
{174, 264, 44, -227, -176, -456}
{-122, -399, -52, 465, 41, -16}
{-390, 486, -406, 340, -455, -172}
{379, -280, -249, -78, -255, 189}
{484, 102, 220, -363, -485, 295}
{445, 219, 53, 287, -325, 408}
{72, 462, 74, 338, -129, 402}
{-343, -191, 94, 98, 337, 231}
{207, -313, 498, 114, -117, 209}
{-296, -125, 480, 265, 447, 420}
{-214, 50, -253, 219, 314, -203}
{-249, -335, -488, 412, -313, -198}
{-239, 354, 43, 300, 208, 269}
{-45, 492, 26, 6, -253, -274}
{290, -266, -147, 4, 475, -76}
{417, 429, -389, 95, -264, 75}
{100, -364, -303, 111, -412, 487}
{53, 473, 107, 198, 271, -53}
{326, -419, 418, 210, 324, 125}
{414, 283, -36, 37, 336, 38}
{207, 357, 444, -340, 305, 104}
{-9, 31, -269, -200, -399, 9}
{494, -18, -444, -493, -192, -78}
{-129, 222, -136, -84, 230, 39}
{-231, 457, 10, 455, -127, 165}
{359, -67, 164, -430, 306, 333}
{298, -105, -378, -192, 144, 487}
{-38, 251, -472, 160, -502, -260}
{-372, 77, -321, -414, -125, -85}
{-339, 377, 489, 24, -397, -101}
{210, -50, 229, 194, -161, 168}
{220, 125, -330, -136, -311, 254}
{24, 101, -454, 264, 353, 498}
{-174, 221, 239, -48, -233, -165}
{158, 485, 473, -23, 124, -55}
{171, 197, -456, -291, -139, 476}
{268, 232, 406, 98, -268, 237}
{419, 3, 1, 45, 331, -172}
{-423, 301, -53, 354, 208, -302}
{443, -504, -132, -342, -308, -328}
{310, -92, 225, -330, -113, -79}
{-390, 362, 167, -168, -249, 478}
{-180, 246, 71, 262, 416, -496}
{-95, 75, -474, 331, -168, 491}
{-70, -350, 311, 56, 347, 483}
{-94, -71, -188, -184, -423, -79}
{265, -430, 479, 227, 257, -196}
{10, -242, -94, 418, -53, 111}
{42, 166, -444, 267, -279, -260}
{209, -445, -423, 246, -402, 51}
{289, 135, 455, -5, 327, -493}
{-70, -319, 211, -467, -225, 50}
{-373, 244, 352, -115, 337, -133}
{-380, 478, -50, 37, 454, -1}
{-30, 413, 210, 310, 27, -61}
{36, -269, 459, -475, 134, 478}
{-499, 270, -504, 237, -463, 471}
{493, -168, -393, 488, 13, -256}
{274, -249, 47, 415, 293, 212}
{-234, 300, -21, 255, 282, -443}
{-250, 158, -336, 213, 44, -369}
{14, -49, -309, -496, 154, -412}
{-67, 210, -345, -266, -264, -89}
{188, -21, 152, 169, 499, -353}
{36, -277, -94, -65, -36, -235}
{-456, 85, -306, 487, 47, -27}
{180, -322, 404, 291, 417, 105}
{-401, -140, 61, -418, -195, -437}
{220, 233, -242, -456, 243, 85}
{144, 503, -117, -383, 86, 86}
{-274, -186, 58, 24, 332, -293}
{266, -427, -411, 416, 458, 243}
{-464, 504, 317, -281, 161, 315}
{209, 235, 250, -346, -266, -194}
{36, 243, -87, 233, 192, -26}
{176, -235, 498, 276, -298, 48}
{437, -406, -449, -125, 101, 299}
{242, 138, -20, -454, 42, -463}
{-28, 437, -284, -35, -235, 77}
{392, 255, 140, -275, -389, 400}
{-489, -465, -15, 109, -22, -76}
{-63, -90, -279, -338, -243, 308}
{-415, 467, -287, 209, 287, 475}
{120, 460, 487, -397, -487, -78}
{-262, -381, 73, -89, -451, 12}
{53, -488, -411, 21, -38, -429}
{198, 123, -92, 127, -272, 324}
{-51, 490, 302, -256, -137, -321}
{53, -132, 110, -160, -108, 403}
{-118, 183, 98, 133, -458, 105}
{-249, -421, -260, 105, -187, 32}
{-368, 74, -423, 345, 5, -182}
