(8,1009)
{1, 0, 0, 0, 0, 0, 0, 0, 0}
{0, 1, 0, 0, 0, 0, 0, 0, 0}
{0, 0, 1, 0, 0, 0, 0, 0, 0}
{0, 0, 0, 1, 0, 0, 0, 0, 0}
{0, 0, 0, 0, 1, 0, 0, 0, 0}
{0, 0, 0, 0, 0, 1, 0, 0, 0}
{0, 0, 0, 0, 0, 0, 1, 0, 0}
{0, 0, 0, 0, 0, 0, 0, 1, 0}
{0, 0, 0, 0, 0, 0, 0, 0, 1}
{1, 1, 1, 1, 1, 1, 1, 1, 1}
{111, 129, 457, -357, 186, -281, 182, 139, 26}
{-440, -391, -273, -414, -177, -183, 228, 465, -499}
{-393, -26, -236, -194, 243, 309, 451, -441, -348}
{-131, 374, -504, -34, 421, 126, 473, -30, 51}
{-318, 146, 201, -486, -405, -165, -9, -136, 498}
{-69, 475, 232, 11, -324, -95, -429, 266, -55}
{-222, 104, -143, 136, 474, 382, 226, 414, 281}
{185, 304, 233, 230, 465, 126, 229, -291, 407}
{499, 435, -50, 484, -327, 343, 241, 105, 195}
{-355, -23, 483, -363, -208, 252, -382, -368, 104}
{-443, 340, 59, 268, 354, 142, -117, 215, -236}
{-79, -431, 497, -374, 411, 0, 184, -482, 85}
{259, -196, 75, 255, -350, 394, -207, 201, 104}
{165, 383, -24, 17, -410, 386, -123, 231, 338}
{-391, 308, -59, -435, -202, -249, -136, 237, 344}
{478, 162, -241, 149, 42, 95, 321, -328, 461}
{-327, 190, -404, 247, -352, -375, -1, -415, -355}
{-307, 487, -63, 61, 495, -56, 396, -246, -277}
{468, 154, -174, 235, 494, 266, 316, -187, -372}
{160, -371, -22, -208, -345, -365, 443, 418, 257}
{-223, -54, -358, -203, -486, 26, 274, 386, 93}
{-480, 151, -281, -207, -140, -128, -297, 2, -254}
{492, -307, -55, -370, 471, -143, 180, 100, -448}
{160, -465, -41, 410, -225, -384, -283, 405, -401}
{-281, -346, -259, -235, -77, -230, 376, 168, -189}
{-61, 94, 307, -302, -179, 124, -121, 221, -388}
{297, 100, -302, -353, -217, 345, -109, -69, 90}
{-112, -412, 497, 203, 129, -490, -354, -48, 221}
{-392, -106, -87, -143, 239, 6, -344, -55, 443}
{-265, -428, -356, -394, 323, -426, -98, -25, -160}
{-48, -113, -199, -121, -220, 134, -501, -102, 204}
{393, 223, 74, -196, 16, 30, -81, -364, 464}
{210, 331, 389, 153, -157, 477, 1, -325, -36}
{-333, 488, -6, 423, -423, -88, -404, -175, 246}
{286, 119, -323, 56, -294, -306, 138, -32, 8}
{-376, -63, 23, 366, -314, -19, -115, 104, -466}
{-498, -461, 121, 79, -85, -413, -29, 287, 498}
{449, -249, -160, 3, -295, -292, 171, 437, -480}
{75, 186, 470, 389, 216, -115, 304, 184, 285}
{-12, 72, 311, -33, -17, 255, 106, 68, -448}
{-388, 239, -305, -145, 272, -185, 317, 294, -431}
{245, 144, 425, -419, 493, 26, -161, 103, 98}
{247, 232, -161, 259, -239, -333, 430, 133, -207}
{456, 283, 499, -106, -435, 386, -112, -385, -44}
{-216, 247, 460, 229, -158, 94, -390, -20, -270}
{-386, 271, 368, -40, -352, 432, -214, 66, -415}
{164, 433, 224, 448, -233, 227, -435, 447, 126}
{-429, -8, -79, 399, -273, -316, 295, 43, -357}
{18, -51, -399, -365, 274, 252, 103, -92, 192}
{-83, -86, -329, 437, -190, 52, 236, -492, 163}
{-300, 51, 243, 484, -304, 373, 174, -121, -91}
{22, 350, 70, 26, -477, 346, -389, 316, 452}
{-234, 60, -271, -282, -332, -45, 202, 492, 340}
{384, -343, 457, 453, -104, -288, -367, 133, 487}
{-482, -161, -418, 343, -48, -447, 220, -398, -274}
{60, -469, 163, -490, -103, 488, 242, 34, -58}
{-84, 316, -323, 235, -161, -383, -347, 55, 133}
{64, 489, 293, 318, 491, 338, 270, -242, 205}
{420, 143, -219, 103, -17, 88, 489, -424, 209}
{153, 203, 319, 9, -229, -63, 490, 392, -331}
{-492, -351, 361, 144, 78, 252, 298, -57, -277}
{-324, 130, 178, -408, 311, -418, -372, -430, 404}
{111, -231, 295, -162, -436, -25, -458, 2, -13}
{-61, 130, 413, -301, -364, 132, 431, -72, -249}
{-348, 279, 485, -70, -448, 157, -142, -278, -267}
{61, 309, 492, 129, 46, 299, 408, -386, -226}
{264, 486, -50, -141, -381, -437, -175, 47, -359}
{86, 130, 198, -472, 36, -40, -314, -398, 169}
