(8,1009)
{1, 0, 0, 0, 0, 0, 0, 0, 0}
{0, 1, 0, 0, 0, 0, 0, 0, 0}
{0, 0, 1, 0, 0, 0, 0, 0, 0}
{0, 0, 0, 1, 0, 0, 0, 0, 0}
{0, 0, 0, 0, 1, 0, 0, 0, 0}
{0, 0, 0, 0, 0, 1, 0, 0, 0}
{0, 0, 0, 0, 0, 0, 1, 0, 0}
{0, 0, 0, 0, 0, 0, 0, 1, 0}
{0, 0, 0, 0, 0, 0, 0, 0, 1}
{1, 1, 1, 1, 1, 1, 1, 1, 1}
{-20, 379, 37, -279, -188, -504, 134, -252, 41}
{-9, -380, 398, 391, 382, -65, -456, -140, 365}
{172, -465, -223, -211, 49, -187, -42, 158, 208}
{-138, -452, -433, -14, 109, 44, -436, -364, -184}
{-304, 493, 448, 221, -106, 96, 464, -278, 320}
{-184, -69, 315, 343, -478, -481, 248, -132, -331}
{-173, -421, 54, 385, 381, 189, -459, -391, 113}
{-203, 431, -280, 69, 289, -453, -262, -32, -189}
{105, 31, -200, -482, -82, 147, 175, -467, 182}
{131, -271, -449, 436, 3, 448, 323, -466, 267}
{492, 218, -317, 502, 145, -464, -314, -320, -378}
{-106, -394, -312, -87, -401, 211, 336, -283, -267}
{439, -384, -434, 68, -167, -468, -395, -215, 337}
{-185, 316, -486, 346, 443, 161, 393, 193, -225}
{121, 21, 234, -243, -321, 465, -453, -231, 228}
{-122, 432, -339, -41, 108, 165, 215, -142, 126}
{85, 140, 246, 169, -195, 212, -6, -127, 19}
{-352, 369, 465, -356, -2, -44, 122, -62, -7}
{-260, -420, 65, -296, 221, -4, -196, -68, -287}
{-479, -468, 338, 123, -372, -452, 278, -43, 1}
{324, -133, -96, -114, 5, 392, 195, -135, -127}
{303, 203, 73, -369, 257, 164, 376, 188, 497}
{35, 181, -270, 393, 129, 34, -404, 448, -437}
{-324, 231, -68, -162, 391, 4, -188, -436, 36}
{-448, -337, 351, 493, 191, 353, 250, 3, -11}
{-193, -32, 25, 287, 35, -296, 159, 216, -379}
{-112, -211, -474, -116, -468, 265, 299, -325, -139}
{-135, 449, 44, -261, 432, 464, 471, -342, 335}
{26, 470, -167, -358, -115, 54, 439, -415, -328}
{401, -96, 319, 252, 334, 20, 209, 298, -252}
{462, 360, -66, -252, 32, -28, -48, 164, 188}
{466, -187, 234, -225, 87, -219, -262, 290, 364}
{416, 349, 214, 386, 360, -249, -82, 456, 462}
{365, 151, -150, -181, 5, -342, -38, 341, 356}
{457, 21, -350, -185, 205, -260, -395, 181, -23}
{-343, 143, 215, 259, -36, 7, 26, -379, 3}
{-422, 372, -21, -143, -360, -360, 365, -11, 443}
{-456, -436, 247, 291, -365, 188, -220, -233, 164}
{89, -202, -428, -144, -145, -253, -111, -95, -449}
{-431, 169, -159, 441, -66, 97, 247, -163, 64}
{309, -131, -100, 324, -366, -348, 258, -131, -287}
{-61, -240, 369, -150, 8, -199, 45, 27, 468}
{205, 149, 359, -65, 71, -282, 136, -77, 34}
{29, 84, -91, 300, 257, 326, 364, -264, 94}
{264, 363, -318, -298, 460, 174, -158, -142, 221}
{33, -6, -392, 302, 136, -35, 271, -279, -473}
{-370, 403, -218, -464, 279, -146, 463, 111, -1}
{100, -122, 419, -294, 208, 102, 380, -396, -244}
{82, -212, 151, -459, -211, 209, 473, -98, 408}
{-105, 395, -103, -345, 301, 55, 227, 454, 57}
{346, -164, 33, -225, 17, 107, 284, 27, 272}
{-183, 126, -451, 465, 389, 314, -104, 426, -385}
{-387, 429, -243, 7, 408, 86, 198, 472, -111}
{189, 425, -181, -9, -166, 481, -229, 454, 373}
{44, 182, -351, -77, 330, -396, 188, -194, 365}
{492, 470, 262, 214, -360, 95, 36, 115, -376}
{-194, -319, 14, -339, 212, 15, -399, 312, -40}
{220, -200, -159, 321, 3, 308, -149, 11, 339}
{-127, 259, -432, 262, -436, 298, -110, 257, 199}
{64, -252, -158, -176, -149, 307, -354, -112, -296}
{-435, 115, -414, 89, 89, 467, -28, -450, -368}
{-368, 188, 258, 84, 496, -227, 89, 388, -41}
{181, 260, -75, -74, -77, 458, -298, 315, -432}
{-93, -400, 496, 199, 382, 227, -411, 66, -304}
{176, -465, -48, 307, 361, -411, 76, 191, -119}
{-39, -253, 335, 205, 464, 436, 23, 110, -303}
{18, 426, 434, -407, -407, 259, -337, -441, -389}
{296, 79, -264, 232, 452, -200, 135, 324, -9}
{-115, 76, 359, -73, 328, -320, -46, -373, -258}
{-173, -1, -154, 45, 363, -68, -16, 330, 349}
{-171, 220, 221, -354, -100, 21, -376, -490, 347}
{326, 124, 469, -222, -43, 109, 233, 471, -405}
{132, 299, -360, -222, 418, 440, -135, -122, -465}
