(8,1009)
{1, 0, 0, 0, 0, 0, 0, 0, 0}
{0, 1, 0, 0, 0, 0, 0, 0, 0}
{0, 0, 1, 0, 0, 0, 0, 0, 0}
{0, 0, 0, 1, 0, 0, 0, 0, 0}
{0, 0, 0, 0, 1, 0, 0, 0, 0}
{0, 0, 0, 0, 0, 1, 0, 0, 0}
{0, 0, 0, 0, 0, 0, 1, 0, 0}
{0, 0, 0, 0, 0, 0, 0, 1, 0}
{0, 0, 0, 0, 0, 0, 0, 0, 1}
{1, 1, 1, 1, 1, 1, 1, 1, 1}
{200, -197, -490, 304, -118, 215, -239, 387, 79}
{-4, 383, -204, -193, -198, 159, -444, 158, 214}
{-474, -4, 105, -242, -301, -432, -329, -178, 338}
{-229, 240, -355, -366, -265, -491, 235, -5, -435}
{-321, 446, -381, -386, 97, -424, 228, -221, -328}
{-191, -354, -376, -100, -387, 133, 415, 496, 503}
{-351, 258, -368, -2, -426, -16, -126, 497, -184}
{495, 75, -57, 111, -448, -299, 144, 264, -278}
{-67, 184, 393, 117, -127, 318, -393, 3, 48}
{-376, 26, -151, -84, -365, -66, 308, -183, -452}
{384, 391, 436, 60, 356, 148, 297, -129, -309}
{273, -43, -118, -264, -124, -378, -319, -485, -363}
{-268, -394, 464, 389, -5, -17, 158, -95, -500}
{472, -354, 26, -4, 478, 58, 15, -471, 152}
{-1, 408, -179, 437, -494, 198, 0, -144, 496}
{13, -213, -9, -375, -307, 481, -297, 482, -495}
{-242, 261, 161, 63, -279, -241, -369, -68, 244}
{447, 425, -442, -48, -298, 360, -364, 97, -314}
{315, 415, -450, -342, -81, 288, 106, 209, -152}
{-321, 354, 474, -378, 31, 344, 295, 418, -429}
{-406, -16, -238, 436, -384, -174, 332, -374, 193}
{428, 35, 152, -160, 228, 190, -482, -300, -102}
{136, -502, 133, -398, -349, -238, -199, 488, 454}
{431, 424, 218, 359, -190, -293, -170, 18, 476}
{114, -176, -297, 380, -448, -148, -255, 227, -503}
{405, -204, 137, -502, -216, 230, 25, 363, 353}
{96, -369, -327, -50, -466, -87, 120, 398, 373}
{295, -404, -231, 486, 262, 464, -155, 234, -366}
{-3, 142, -312, -164, -324, -376, -469, 24, 159}
{-127, 134, 490, -462, -484, -130, 413, 254, -125}
{449, -219, 307, 222, -502, -122, -411, -199, -462}
{322, -65, 465, 338, 401, 490, -495, 265, -23}
{-381, -280, 215, -431, 23, -211, -103, 371, 179}
{-500, -85, 235, 435, -471, 12, -191, 82, 440}
{102, 452, -404, -357, 475, 254, 149, 132, -20}
{-377, 253, 335, -275, 313, -106, -258, -191, 27}
{75, -378, 112, 241, 34, 428, -87, -181, -206}
{-268, 467, 210, -104, -385, 266, 56, 129, -465}
{251, 2, -234, 188, 213, -435, 445, -396, 468}
{387, -483, 343, -182, 487, 170, 268, -459, -404}
{125, -501, -171, -17, 458, -423, -190, -340, -467}
{-449, -143, -471, 190, 50, 340, -168, -378, -292}
{402, -40, 178, 301, 426, -190, 92, -45, -498}
{476, -317, -272, 174, -441, -344, 421, 85, -36}
{493, -250, 482, -63, -269, 390, 87, -83, 381}
{-301, -95, -111, 160, -313, -361, 320, 178, 74}
{209, -147, 197, 42, -116, 292, 23, 126, -219}
{46, 302, -413, -440, -62, 136, 358, -264, 428}
{17, -235, 128, 129, 139, -84, 448, -483, -170}
{287, 85, -376, -263, -439, -118, 246, -304, -452}
{274, -37, -240, -10, 36, 469, -32, 413, 289}
{109, -147, -387, -217, 410, 410, 451, -383, 215}
{-56, -433, 444, 43, 459, -188, -186, -72, -23}
{-3, -342, -449, -352, -142, -13, 495, -172, 485}
{-443, 422, -180, 158, -141, 418, 203, 17, 234}
{75, -495, -409, -423, -167, -410, 242, -58, 207}
{352, 285, 434, -423, 195, -295, 237, 16, 29}
{-294, 61, 156, 130, -394, -367, 316, 266, -340}
{-405, 455, 270, -215, 469, 303, 296, 320, -68}
{493, 17, 489, 224, 382, -420, -489, -62, -145}
