(8,1009)
{1, 0, 0, 0, 0, 0, 0, 0, 0}
{0, 1, 0, 0, 0, 0, 0, 0, 0}
{0, 0, 1, 0, 0, 0, 0, 0, 0}
{0, 0, 0, 1, 0, 0, 0, 0, 0}
{0, 0, 0, 0, 1, 0, 0, 0, 0}
{0, 0, 0, 0, 0, 1, 0, 0, 0}
{0, 0, 0, 0, 0, 0, 1, 0, 0}
{0, 0, 0, 0, 0, 0, 0, 1, 0}
{0, 0, 0, 0, 0, 0, 0, 0, 1}
{1, 1, 1, 1, 1, 1, 1, 1, 1}
{348, -232, 368, -482, 62, -402, -59, -166, 60}
{201, 284, 389, 282, 132, 490, 244, -206, -185}
{337, 30, -443, -21, -13, 173, -121, -151, -429}
{-35, -125, 17, -171, 248, 47, 45, 271, -92}
{185, -485, -16, 131, 156, -182, -350, -63, -219}
{-73, 330, -412, -145, -380, 134, 441, 164, 135}
{375, 30, -245, -406, -113, -366, -142, 4, -241}
{-80, -33, -189, -269, -135, 179, 32, 280, 89}
{294, 90, -188, 329, 68, -244, 372, 493, -157}
{366, -247, -501, -259, -159, -437, 245, 43, -234}
{308, 77, -196, 476, 204, 168, -269, -251, -406}
{-324, -25, 203, -112, -63, 30, -194, -330, -136}
{-448, 136, 132, 435, 139, -327, 259, 215, -244}
{-371, -332, 258, -37, -383, -147, -80, -59, 8}
{32, -392, 213, -413, 458, 233, -351, -436, 157}
{-290, -408, -7, -385, 464, 96, -466, -52, 303}
{126, 198, -193, -486, 198, 234, 104, 367, 79}
{-301, 176, -71, -298, 8, -36, -103, -234, 124}
{-29, 162, -1, 398, -299, 493, -48, -355, 389}
{-17, 338, 77, -120, -159, 221, 459, -464, -65}
{-199, 399, -361, 58, 143, -283, 93, 329, -207}
{-159, 204, -294, -260, -103, -336, 268, 100, -355}
{14, 455, -104, 264, 200, 5, 364, 454, -460}
{-451, -57, 208, 193, 337, 144, -405, -475, -395}
{436, 200, 359, -498, 367, 130, -51, 114, -379}
{-61, -124, -171, -261, 235, 375, 214, 24, 251}
{179, -104, -317, -256, 311, 61, 47, -253, 115}
{-497, -379, -455, 163, 312, 475, 320, -45, -304}
{-469, -362, 336, 356, 283, -32, 467, -450, 220}
{151, -137, -93, -241, -84, 58, -100, 33, 226}
{129, 461, 189, 495, 130, -170, 214, 147, 394}
{194, -445, -415, 260, -329, -218, -168, -278, -96}
{-281, -160, 12, -379, 358, -231, -401, -250, -170}
{-71, -292, -109, 167, 194, 426, -476, -292, -166}
{191, -98, 179, 126, 441, -485, 76, 40, -341}
{364, -23, -132, 359, 247, 141, -291, 354, -63}
{133, 387, 265, 12, -451, -366, 488, -213, 183}
{254, 127, 82, 261, -360, 285, -8, -184, -156}
{-223, 490, 454, -76, 241, 78, -484, -49, 317}
