(8,1009)
{1, 0, 0, 0, 0, 0, 0, 0, 0}
{0, 1, 0, 0, 0, 0, 0, 0, 0}
{0, 0, 1, 0, 0, 0, 0, 0, 0}
{0, 0, 0, 1, 0, 0, 0, 0, 0}
{0, 0, 0, 0, 1, 0, 0, 0, 0}
{0, 0, 0, 0, 0, 1, 0, 0, 0}
{0, 0, 0, 0, 0, 0, 1, 0, 0}
{0, 0, 0, 0, 0, 0, 0, 1, 0}
{0, 0, 0, 0, 0, 0, 0, 0, 1}
{1, 1, 1, 1, 1, 1, 1, 1, 1}
{-369, 355, 116, 175, 298, 471, -230, 356, -322}
{-492, -55, 469, -249, 77, 293, 90, -309, -417}
{-66, -393, -69, -325, -298, 389, -272, 424, 448}
{-169, -252, -458, 104, 423, 163, 444, -360, 173}
{464, -353, -470, -45, -484, 458, 261, -223, 21}
{-425, -100, -290, 104, -302, 13, 456, -17, 37}
{421, -140, -167, 354, 329, -291, 37, 456, -128}
{-309, 354, 487, 482, 87, 475, 58, -194, 86}
{-4, -349, -406, -303, 94, 498, 361, 251, 467}
{-273, -132, -471, 408, 221, -135, -338, 429, 68}
{-470, 91, -124, 448, -110, -24, -411, -388, 253}
{-208, -96, -468, -306, -351, 53, 344, 471, -421}
{-441, 163, 202, 99, -129, 365, -216, -53, 70}
{88, -209, 25, -114, 379, -73, 55, -340, -368}
{-213, -160, 446, -365, -411, 408, -314, -447, 124}
{-124, -254, 195, 468, 176, 445, -283, 3, 469}
{-15, 68, -389, 252, -408, -487, -1, 189, -425}
{-371, -354, 17, -371, -103, -187, 253, 237, -54}
{27, 340, -158, 214, -102, -450, -313, -177, -503}
{-63, 187, 353, 5, 427, 289, -282, -184, 431}
{367, -368, 413, -227, -481, -151, 367, 112, -396}
{403, 264, -481, -177, -432, 6, 394, 322, -460}
{-359, 294, 88, 350, 0, -321, 371, -190, 238}
{325, 335, 12, -297, -301, -454, 257, -54, 473}
{-10, 281, -241, -501, 343, -123, 468, -434, 20}
{-73, 22, -152, 201, 76, 313, 232, 167, -374}
{-327, 106, 16, 44, 449, -342, 423, 392, 459}
{77, -197, 416, -323, -435, 174, -211, -14, -150}
{196, -471, -100, -73, -256, -392, 224, 102, 197}
{-315, 445, -192, -144, -194, -315, 103, -24, 315}
{-445, 21, 476, -403, 371, 141, 303, -108, 57}
{-287, 479, 367, 69, 388, 377, 39, 247, -350}
{360, -67, 12, 336, 83, -277, -234, -334, 184}
{425, 325, -16, 463, -129, -310, -84, -68, -405}
{-65, 188, 96, -333, 195, -18, 351, -303, -210}
{-356, -215, -274, 58, -411, -480, 40, -129, 443}
{182, 141, 314, 378, -216, 259, 30, 111, -228}
{-450, -325, 295, 382, -305, -36, -293, 36, -248}
{-258, 488, -412, 4, 88, 42, 131, 230, 217}
{-22, 20, -125, -73, 348, 108, 23, -167, 335}
{373, -487, -54, -277, -39, 464, 470, 83, 346}
{-266, 59, 123, -49, 187, -305, 294, 479, 285}
{143, 357, -454, -218, -355, 155, -498, -116, -458}
{-124, 143, 86, -174, 339, -301, -184, 299, 191}
{192, 226, -208, -290, -244, 357, 135, -333, -18}
