(5,1009)
{1, 0, 0, 0, 0, 0}
{0, 1, 0, 0, 0, 0}
{0, 0, 1, 0, 0, 0}
{0, 0, 0, 1, 0, 0}
{0, 0, 0, 0, 1, 0}
{0, 0, 0, 0, 0, 1}
{1, 1, 1, 1, 1, 1}
{259, -407, 279, 134, 499, 126}
{107, 438, -470, 99, 427, 356}
{157, -32, 435, 357, -238, 391}
{12, 131, -92, -74, 464, -110}
{-445, -32, -61, 408, -221, -110}
{211, 202, -77, -413, 77, -496}
{-92, -303, -50, 96, -394, 65}
{-393, 449, 19, -304, -483, -29}
{447, 474, -127, -496, 244, 276}
{93, 336, 11, 473, 275, 404}
{-328, -283, -286, -192, -216, -494}
{-190, 95, -113, -464, -453, 257}
{167, -120, -61, -111, 391, 357}
{-170, 361, -37, 169, 218, -140}
{-295, -389, 458, 457, 28, 475}
{211, 50, 485, 432, 142, -432}
{-485, -443, 454, 334, 417, -289}
{-200, -254, -288, 290, 238, 375}
{-102, -92, 16, -66, 298, 10}
{378, -74, 493, 418, -290, -501}
{-366, 160, -76, 339, -198, -68}
{-58, 485, 45, 168, -403, 96}
{-40, -200, -66, -248, -28, 327}
{-94, 243, 422, 398, 489, -65}
{187, -327, 55, 380, 417, 174}
{98, -324, -324, 168, -447, -3}
{255, -383, 350, 127, -100, 396}
{348, 480, 163, 370, -465, -39}
{-6, -389, 96, 363, 108, 503}
{-44, 226, -486, 74, 361, 358}
{360, 335, -20, 180, 64, 241}
{112, -502, -425, -470, -380, -239}
{-34, 26, 370, 181, 335, 424}
{378, 274, 108, -119, -113, -325}
{348, 7, 195, -392, 69, 161}
{-78, 348, -63, 24, 161, -393}
{-114, -170, 254, 271, 465, -7}
{-191, -5, 54, 94, -321, -282}
{234, 467, -385, -29, -180, 316}
{409, 288, 381, 477, 153, 224}
{-120, -71, 44, 36, 441, 137}
{-386, 419, 125, 82, -391, -208}
{-141, -22, -110, 318, -113, 122}
{-396, 502, 81, -88, -110, -296}
{-223, -278, -201, 176, 22, -232}
{243, 498, 156, -22, -36, -305}
{280, -415, -503, -486, -57, -483}
{43, -266, 254, 229, 217, -166}
{17, -369, 21, 269, -315, 219}
{319, 216, -291, 249, 272, -260}
{194, -91, 153, -308, 201, 475}
{159, 141, 314, 47, 123, -302}
{-450, -126, 249, -432, 170, 117}
{244, -214, -501, 335, -242, -107}
{-172, -59, -424, 449, 285, -207}
{474, 138, 40, -329, 61, 130}
{-195, 128, -365, -269, -38, -414}
{-394, 65, -391, 57, 442, -301}
{205, 250, -309, -461, -317, 95}
{226, 202, 187, 440, -440, 388}
{425, -260, 105, -263, 11, -353}
{354, 357, 354, -382, -449, 111}
{-300, -86, 153, -43, 0, -79}
{128, -267, -10, 131, 479, 5}
{-415, 368, -364, -399, 330, 110}
{-186, 93, 173, -292, -203, 191}
{347, 492, 354, 493, -42, 100}
{65, -325, 84, -502, -21, 82}
{372, 228, 395, 176, 417, 36}
{311, 162, 448, 406, 210, -297}
{-479, -74, 492, 261, 148, 469}
{58, 284, -472, 192, 291, 422}
{17, 443, 41, 19, -409, -329}
{-258, 2, -110, -367, 78, 342}
{339, -110, -369, -64, 143, -316}
{-186, 476, 14, -327, 11, 490}
{-260, -492, 85, 499, -143, 129}
{436, -274, -35, -438, 158, 155}
{367, 26, 179, 193, 67, -291}
{-219, -437, 133, -277, -268, -122}
{-204, -271, 473, 446, -391, -459}
{-312, -105, 480, 241, 76, 106}
{-290, -27, 91, 24, 334, -394}
{-31, -100, 347, 101, 481, 27}
{125, 432, -42, 360, -436, -109}
{-363, 267, -324, -226, 189, -322}
{-488, -54, -63, -196, -274, -327}
{-442, 100, 244, -450, 338, -444}
{-354, -151, 431, 132, -248, 217}
{9, -124, 133, 153, 416, 218}
{-232, -271, -120, 189, 459, -387}
{78, -124, -375, 337, -204, 139}
{316, 47, 223, -264, -45, -340}
