(8,1009)
{1, 0, 0, 0, 0, 0, 0, 0, 0}
{0, 1, 0, 0, 0, 0, 0, 0, 0}
{0, 0, 1, 0, 0, 0, 0, 0, 0}
{0, 0, 0, 1, 0, 0, 0, 0, 0}
{0, 0, 0, 0, 1, 0, 0, 0, 0}
{0, 0, 0, 0, 0, 1, 0, 0, 0}
{0, 0, 0, 0, 0, 0, 1, 0, 0}
{0, 0, 0, 0, 0, 0, 0, 1, 0}
{0, 0, 0, 0, 0, 0, 0, 0, 1}
{1, 1, 1, 1, 1, 1, 1, 1, 1}
{-243, -202, 452, -17, 423, 442, 386, -2, -496}
{-260, 455, 253, -325, -481, -239, -127, -166, -473}
{-24, -176, -158, -435, 267, 419, -215, 442, 332}
{-255, 376, -114, 172, -415, -142, 161, -78, 13}
{-365, -335, 263, 353, -258, 473, -188, -381, 310}
{491, 312, 93, 23, -144, -404, 471, -111, 479}
{328, -340, 304, -17, -266, -94, 294, 132, -469}
{-13, 310, -365, -179, -419, -168, 385, 156, -145}
{145, -207, 404, -66, -477, -371, 82, -100, -57}
{-56, -489, 151, -53, 20, 319, -25, -103, 412}
{474, -410, -324, -451, 498, 395, 490, 316, -492}
{363, 80, -417, 265, 351, 136, 120, 312, -339}
{446, -102, -218, -265, 87, 484, 100, -267, -307}
{360, 463, 327, -84, -400, -372, 119, -187, -165}
{45, -194, 284, -368, -391, 29, 83, -393, -28}
{134, 343, -498, -119, 414, -267, 16, -97, -393}
{-409, -501, 107, -239, 488, 100, -185, -190, -150}
{-171, 316, 68, -481, 94, -39, -232, -10, 339}
{441, -136, -122, 414, -502, -331, 501, -47, -453}
{257, -330, 432, -195, 196, -399, -359, -469, -243}
{331, 175, -368, 71, 31, -253, -160, -178, -20}
{334, -498, 479, 200, 423, -141, -260, 124, -254}
{308, 483, -365, 298, 370, -127, 72, -26, -211}
{288, -101, 414, 178, 352, -418, 255, 234, 407}
{-48, -203, -103, 310, -368, 222, -436, 359, -207}
{-82, 100, -362, 467, -366, 273, 268, -148, 417}
{164, 396, -201, -151, 335, 467, 128, 49, 339}
{-167, 317, -439, 348, -374, 35, -304, 38, -47}
{-21, -182, -34, -469, 26, -430, -461, 352, -124}
{-495, -264, 339, -56, 308, 464, 423, -495, -483}
{-197, -402, -363, -308, -109, -289, -72, -6, -117}
{101, 154, -103, 352, -502, -39, -157, -341, -112}
{400, -253, 177, 304, 252, -215, -166, 376, 6}
{160, -476, -197, -380, -42, 409, -202, -132, 462}
{-52, -503, 188, 60, -177, 392, -326, -12, -138}
{-289, 251, 362, 373, 386, 381, -54, 444, 236}
{-155, 54, -362, 132, -475, 440, -268, 76, -481}
{242, -101, -203, 236, 424, -426, -502, -484, 191}
{489, 361, 397, 301, 234, -457, 388, -87, 336}
{-469, 310, 269, -55, 183, -94, 107, 354, -197}
{39, -298, 293, -434, -203, 481, -72, 356, 135}
{-311, 430, -478, 77, 63, -354, -222, -83, 356}
{-485, 476, -62, 159, 109, -318, 61, 452, 323}
{450, -444, -76, -473, 103, -481, 448, 291, -447}
{157, -180, 373, -155, -268, -152, 442, -112, 133}
{156, -365, 285, 1, -344, 253, 279, 313, 248}
{-261, -299, -450, -65, -138, -499, -421, -394, -331}
{122, -125, 385, -135, -406, -411, 334, -117, 129}
{348, -77, -337, 357, 284, -145, 340, 158, -20}
{314, -141, -113, -32, 264, 458, 407, 61, 326}
{381, -396, -233, 312, 318, -336, 115, 205, -459}
{477, 424, 405, -293, -504, -136, -392, 392, -143}
{-190, 229, 18, 327, -25, -126, 76, 19, 383}
{-31, -47, -193, -188, -125, 117, 93, -286, -256}
{-299, 158, -298, -326, -60, 137, 274, 147, 246}
{-218, 306, -314, -184, -498, -360, -293, -367, -2}
{287, 215, -163, -60, -475, 478, 138, -327, -89}
{365, -287, 292, 440, 330, 394, -255, -310, 243}
{-6, 42, 180, -183, 235, 418, 334, -294, -483}
{-29, -345, 39, 182, -340, -457, 92, -52, 3}
{-14, -356, -194, 150, 148, -501, 311, -494, 219}
{419, -393, -460, 433, 304, 170, -212, -78, 450}
